@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute Hand_Number numeric
@attribute ThumbExtension_x numeric
@attribute ThumbExtension_y numeric
@attribute ThumbExtension_z numeric
@attribute IndexExtension_x numeric
@attribute IndexExtension_y numeric
@attribute IndexExtension_z numeric
@attribute MiddleExtension_x numeric
@attribute MiddleExtension_y numeric
@attribute MiddleExtension_z numeric
@attribute RingExtension_x numeric
@attribute RingExtension_y numeric
@attribute RingExtension_z numeric
@attribute PinkyExtension_x numeric
@attribute PinkyExtension_y numeric
@attribute PinkyExtension_z numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric

@data
148,'2021/08/06 11:06:39:554',1,0,-92.418434,-4.903214,-35.47131,-71.08226,2.466583,81.606598,-50.512489,9.724442,103.500763,-22.19244,4.458984,106.671799,23.054199,14.385559,94.251099,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
149,'2021/08/06 11:06:39:572',1,0,-92.322937,-5.316986,-35.773041,-71.259865,2.413727,81.388596,-50.742432,9.823929,103.295181,-22.529552,4.679565,106.505058,22.787552,14.44455,94.246361,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
150,'2021/08/06 11:06:39:589',1,0,-92.274612,-5.637939,-36.058594,-71.471588,2.606277,81.204025,-50.964272,10.130753,103.138474,-22.822544,4.959503,106.41082,22.559631,14.769653,94.24044,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
151,'2021/08/06 11:06:39:607',1,0,-92.178047,-6.054947,-36.32476,-71.659248,2.872375,80.967278,-51.15229,10.437347,102.938766,-23.114162,5.296082,106.257439,22.328278,15.127121,94.184822,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
152,'2021/08/06 11:06:39:625',1,0,-92.09671,-6.396576,-36.507629,-71.860931,3.27034,80.769356,-51.341629,10.807877,102.799706,-23.376087,5.668518,106.17382,22.089424,15.600555,94.154938,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
153,'2021/08/06 11:06:39:641',1,0,-91.911224,-7.080551,-36.552486,-72.059746,3.890518,80.493271,-51.567173,11.432266,102.55423,-23.673435,6.453506,105.997742,21.799187,16.406921,94.031677,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
154,'2021/08/06 11:06:39:658',1,0,-91.70118,-7.837234,-36.725525,-72.380119,4.330795,80.178368,-51.976845,11.991943,102.279152,-24.12587,7.167831,105.837097,21.376373,17.189102,93.980232,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
155,'2021/08/06 11:06:59:313',2,0,-59.399799,40.300156,1.289267,-36.233871,45.009781,33.240936,-25.022736,36.792236,49.295242,-6.476582,25.188141,51.898731,15.089458,11.245483,46.574184,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
156,'2021/08/06 11:06:59:331',2,0,-59.491291,40.179245,1.559464,-36.49826,44.921013,33.536724,-25.218103,36.70488,49.592991,-7.057766,24.812119,52.619007,15.012688,11.089706,46.871918,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
157,'2021/08/06 11:06:59:349',2,0,-59.6022,40.035408,1.801605,-36.87513,44.778397,33.836128,-25.535429,36.536613,49.958351,-7.325508,24.646408,52.958832,14.868706,10.963531,47.232109,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
158,'2021/08/06 11:06:59:365',2,0,-59.717903,39.885147,1.980008,-37.144852,44.752312,34.015766,-25.862299,36.443665,50.32991,-7.604828,24.642624,53.324326,14.727142,10.897614,47.546093,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
159,'2021/08/06 11:06:59:383',2,0,-59.825783,39.731758,2.207096,-37.423248,44.7052,34.230484,-26.217258,36.249977,50.658089,-7.876625,24.592789,53.663078,14.5783,10.817688,47.869003,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
160,'2021/08/06 11:06:59:401',2,0,-59.926804,39.608215,2.357766,-37.794815,44.618843,34.508171,-26.478931,36.182945,50.959496,-7.968178,24.59227,53.831825,14.40913,10.73053,48.181385,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
161,'2021/08/06 11:06:59:418',2,0,-60.023346,39.478218,2.532348,-38.133705,44.521217,34.724007,-26.731167,36.105202,51.272942,-8.087902,24.582291,54.037334,14.32645,10.712646,48.354134,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
162,'2021/08/06 11:06:59:435',2,0,-60.143219,39.308365,2.719021,-38.486713,44.428665,35.01112,-26.921768,36.054771,51.519985,-8.27898,24.502045,54.29929,14.256042,10.679276,48.49464,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
163,'2021/08/06 11:06:59:452',2,0,-60.233002,39.215614,2.855122,-38.797218,44.333763,35.286098,-27.09108,35.947838,51.733963,-8.397968,24.41951,54.474957,14.162315,10.615692,48.649647,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
164,'2021/08/06 11:06:59:469',2,0,-60.277298,39.210518,2.887033,-39.038208,44.357025,35.415356,-27.252876,35.932724,51.858501,-8.5158,24.376297,54.598534,14.051888,10.595703,48.773457,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
165,'2021/08/06 11:06:59:487',2,0,-60.360695,39.150871,2.957704,-39.24057,44.377701,35.545517,-27.417124,35.925804,52.054199,-8.694717,24.323517,54.815041,13.965694,10.56311,48.882317,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
166,'2021/08/06 11:06:59:503',2,0,-60.397526,39.119652,3.05574,-39.438042,44.355049,35.662857,-27.552691,35.856049,52.22337,-8.938309,24.135117,55.076603,13.839737,10.490067,49.023342,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
167,'2021/08/06 11:06:59:521',2,0,-60.424786,39.08242,3.150625,-39.662704,44.330315,35.77206,-27.731606,35.747589,52.408184,-9.142162,23.972672,55.263798,13.662678,10.412521,49.194042,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
168,'2021/08/06 11:06:59:539',2,0,-60.498756,39.019943,3.193002,-39.899437,44.310562,35.84668,-27.90527,35.635963,52.529976,-9.303593,23.936539,55.380955,13.519909,10.406006,49.322033,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
169,'2021/08/06 11:06:59:556',2,0,-60.563908,38.949844,3.256224,-40.156727,44.240433,35.95377,-28.222904,35.252121,52.836708,-9.400234,23.828735,55.457146,13.421242,10.416412,49.420006,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
170,'2021/08/06 11:06:59:574',2,0,-60.650814,38.844727,3.321357,-40.397526,44.132904,36.057747,-28.425125,35.02784,53.049747,-9.9207,23.462234,55.997433,13.313038,10.363129,49.498962,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
171,'2021/08/06 11:06:59:591',2,0,-60.668339,38.789154,3.401718,-40.702293,43.940109,36.16951,-28.511097,34.898361,53.143837,-10.164383,23.261017,56.230118,13.115143,10.223373,49.705276,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
172,'2021/08/06 11:06:59:607',2,0,-60.678867,38.744148,3.483466,-40.945526,43.795578,36.250862,-28.681602,34.644127,53.292118,-10.262039,23.148056,56.304283,12.967606,10.105316,49.880688,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
173,'2021/08/06 11:06:59:626',2,0,-60.70076,38.75544,3.493479,-41.130817,43.723129,36.277164,-28.820808,34.470108,53.378483,-10.406315,23.044159,56.434284,12.893967,10.088181,49.962986,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
174,'2021/08/06 11:06:59:643',2,0,-60.727165,38.768791,3.497777,-41.360573,43.589127,36.315029,-29.020405,34.285141,53.505516,-10.474728,22.934113,56.485107,12.800488,10.051804,50.055225,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
175,'2021/08/06 11:06:59:660',2,0,-60.772327,38.78698,3.469068,-41.571274,43.43454,36.325871,-29.287384,34.09433,53.640949,-10.573326,22.774689,56.541412,12.682442,9.99234,50.147427,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
176,'2021/08/06 11:06:59:678',2,0,-60.816803,38.772163,3.45703,-41.798691,43.260948,36.354111,-29.643978,33.812363,53.815918,-10.665558,22.679199,56.586479,12.563866,9.897705,50.221474,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
177,'2021/08/06 11:06:59:695',2,0,-60.887688,38.72406,3.474651,-42.050365,43.126358,36.384594,-29.871109,33.6866,53.918907,-10.786163,22.693893,56.676979,12.55233,9.9823,50.229069,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
178,'2021/08/06 11:06:59:712',2,0,-60.928703,38.685349,3.529538,-42.332897,42.960625,36.429825,-30.030291,33.639297,53.974918,-10.979519,22.496216,56.791363,12.485268,10.021149,50.279087,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
179,'2021/08/06 11:06:59:731',2,0,-60.980652,38.663452,3.544444,-42.593307,42.830719,36.459904,-30.192799,33.616776,54.058628,-11.086147,22.492661,56.871731,12.380444,9.991348,50.37421,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
180,'2021/08/06 11:06:59:747',2,0,-61.019375,38.656296,3.531603,-42.812286,42.75589,36.458176,-30.414654,33.495026,54.135433,-11.231167,22.492203,56.97398,12.273827,9.995544,50.474689,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
181,'2021/08/06 11:06:59:764',2,0,-61.06094,38.61335,3.586116,-42.990555,42.705727,36.481571,-30.531868,33.480118,54.231049,-11.396385,22.33432,57.113297,12.174381,9.960709,50.576759,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
182,'2021/08/06 11:06:59:781',2,0,-61.109657,38.598358,3.621957,-43.182148,42.628098,36.484676,-30.56016,33.568878,54.291218,-11.585526,22.19043,57.276546,12.096439,9.908569,50.660637,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
183,'2021/08/06 11:06:59:799',2,0,-61.174522,38.561836,3.649874,-43.365852,42.575539,36.478355,-30.731102,33.482254,54.365185,-11.634113,22.193497,57.31805,11.99242,9.854446,50.745857,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
184,'2021/08/06 11:06:59:816',2,0,-61.220581,38.554832,3.669118,-43.497986,42.576904,36.4823,-30.884312,33.411392,54.419979,-11.731117,22.13443,57.408115,11.912922,9.83429,50.816299,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
185,'2021/08/06 11:06:59:834',2,0,-61.274467,38.55088,3.687761,-43.678276,42.517334,36.500454,-31.010717,33.347412,54.477692,-11.7728,22.096146,57.453938,11.842621,9.801468,50.882263,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
186,'2021/08/06 11:06:59:851',2,0,-61.317566,38.551865,3.709391,-43.867031,42.431374,36.527374,-31.156998,33.230011,54.56514,-11.875092,22.003098,57.551739,11.784088,9.756149,50.920895,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
187,'2021/08/06 11:06:59:868',2,0,-61.345448,38.532097,3.772599,-44.02298,42.361397,36.563446,-31.234577,33.185684,54.630615,-12.000164,21.83725,57.669502,11.747082,9.705978,50.959881,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
188,'2021/08/06 11:06:59:886',2,0,-61.419937,38.468651,3.807871,-44.159485,42.27359,36.605762,-31.195677,33.198013,54.608398,-12.038311,21.759964,57.721806,11.706055,9.654205,51.007042,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
189,'2021/08/06 11:06:59:903',2,0,-61.473625,38.393372,3.874569,-44.257866,42.199883,36.659752,-31.166603,33.193985,54.583218,-12.015366,21.693832,57.732189,11.687294,9.611588,51.035252,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
190,'2021/08/06 11:06:59:920',2,0,-61.445553,38.405273,3.999619,-44.228615,42.268089,36.671196,-31.062557,33.280777,54.572929,-11.400341,22.314102,57.405159,11.777294,9.65126,51.012882,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
191,'2021/08/06 11:06:59:938',2,0,-61.429832,38.397148,4.116062,-44.218845,42.288841,36.669903,-30.972324,33.351379,54.514668,-11.278332,22.34079,57.410995,11.960758,9.847961,50.871323,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
192,'2021/08/06 11:06:59:955',2,0,-61.50362,38.381165,4.13715,-44.240612,42.262932,36.660728,-30.802353,33.583145,54.440189,-11.037453,22.58606,57.317699,12.038017,9.849594,50.796665,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
193,'2021/08/06 11:06:59:973',2,0,-61.584908,38.39315,4.144045,-44.27655,42.207199,36.656429,-30.743534,33.641998,54.376022,-10.863945,22.749084,57.252686,12.115993,9.910843,50.698643,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
194,'2021/08/06 11:06:59:990',2,0,-61.630592,38.426682,4.177277,-44.171944,42.328186,36.619846,-30.579208,33.848511,54.286369,-10.321217,23.2379,56.917561,12.262707,10.060425,50.576641,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
195,'2021/08/06 11:07:00:007',2,0,-61.646523,38.483528,4.209991,-44.107998,42.38942,36.584759,-30.437651,34.015839,54.206055,-10.018822,23.513046,56.755638,12.413799,10.226456,50.443893,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
196,'2021/08/06 11:07:00:024',2,0,-61.648441,38.531723,4.242373,-44.055363,42.428589,36.546249,-30.305016,34.191734,54.13953,-9.93322,23.494553,56.733448,12.54744,10.367645,50.335323,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
197,'2021/08/06 11:07:00:043',2,0,-61.649139,38.570602,4.268696,-44.009937,42.460548,36.503452,-30.189295,34.352806,54.077332,-9.93679,23.422989,56.764923,12.630119,10.45607,50.264107,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
198,'2021/08/06 11:07:00:059',2,0,-61.643486,38.615929,4.2924,-43.956635,42.515488,36.4585,-30.131752,34.404472,54.005199,-9.9646,23.391846,56.825542,12.68507,10.52684,50.225838,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
199,'2021/08/06 11:07:00:077',2,0,-61.651905,38.651024,4.304453,-43.906727,42.578987,36.417484,-30.086643,34.473816,53.917164,-10.01527,23.256027,56.892284,12.714691,10.587784,50.215149,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
200,'2021/08/06 11:07:00:094',2,0,-61.640034,38.693001,4.330314,-43.87981,42.610825,36.370724,-30.094143,34.462257,53.846531,-10.041359,23.164551,56.93499,12.723671,10.605484,50.227371,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
201,'2021/08/06 11:07:00:111',2,0,-61.666725,38.737953,4.321682,-43.851204,42.64521,36.310947,-30.089611,34.458328,53.781261,-10.134155,23.013199,57.027229,12.724171,10.594772,50.244244,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
202,'2021/08/06 11:07:00:128',2,0,-61.683586,38.779449,4.324568,-43.836586,42.65728,36.242161,-30.211311,34.356911,53.773449,-10.187881,22.912491,57.087223,12.711983,10.577606,50.281513,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
203,'2021/08/06 11:07:00:145',2,0,-61.721336,38.834381,4.293454,-43.867386,42.651482,36.150772,-30.329313,34.279381,53.724998,-10.354816,22.720718,57.186199,12.673527,10.57428,50.319721,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
204,'2021/08/06 11:07:00:163',2,0,-61.756363,38.871086,4.269835,-43.921776,42.631607,36.072025,-30.426668,34.239082,53.678715,-10.437851,22.54332,57.204506,12.611549,10.515991,50.375248,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
205,'2021/08/06 11:07:00:180',2,0,-61.779514,38.905083,4.252676,-43.96632,42.614197,35.999897,-30.689697,34.06147,53.6647,-10.4884,22.499603,57.235561,12.558697,10.434219,50.41016,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
206,'2021/08/06 11:07:00:198',2,0,-61.821941,38.919373,4.226493,-44.00639,42.596489,35.935375,-30.733541,34.055649,53.588161,-10.563023,22.395508,57.283062,12.526901,10.388031,50.43243,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
207,'2021/08/06 11:07:00:216',2,0,-61.861362,38.939354,4.203383,-44.073376,42.542343,35.885777,-30.69055,34.128662,53.482628,-10.574268,22.366669,57.267998,12.502171,10.359985,50.459229,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
208,'2021/08/06 11:07:00:233',2,0,-61.891617,38.952644,4.18535,-44.09203,42.530182,35.836834,-30.639111,34.195801,53.442829,-10.540909,22.426758,57.236191,12.490936,10.358566,50.47118,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
209,'2021/08/06 11:07:00:250',2,0,-61.903847,38.961189,4.176912,-44.085796,42.533615,35.791763,-30.578468,34.26223,53.397121,-10.499367,22.483688,57.19368,12.494904,10.370911,50.466476,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
210,'2021/08/06 11:07:00:267',2,0,-61.910301,38.959961,4.170088,-44.073242,42.547447,35.753319,-30.530888,34.31488,53.367435,-10.461533,22.535614,57.149487,12.513393,10.385986,50.451046,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
211,'2021/08/06 11:07:00:285',2,0,-61.908627,38.960732,4.178158,-44.05872,42.562485,35.722996,-30.447174,34.377106,53.322052,-10.435394,22.59816,57.128426,12.538857,10.386032,50.429462,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
212,'2021/08/06 11:07:00:302',2,0,-61.90818,38.957169,4.183914,-44.045425,42.575165,35.698929,-30.374893,34.421364,53.275185,-10.405376,22.660675,57.101528,12.55994,10.406326,50.415298,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
213,'2021/08/06 11:07:00:320',2,0,-61.895439,38.95768,4.201207,-44.025517,42.588135,35.675991,-30.294022,34.464722,53.220299,-10.384411,22.714554,57.087059,12.581738,10.417511,50.404682,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
214,'2021/08/06 11:07:00:338',2,0,-61.876755,38.959137,4.225911,-44.002632,42.595558,35.651279,-30.21979,34.499306,53.181572,-10.35252,22.766479,57.059364,12.601322,10.428497,50.398991,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
215,'2021/08/06 11:07:00:353',2,0,-61.855587,38.945229,4.25811,-43.968212,42.591568,35.628277,-30.149134,34.534935,53.15979,-10.329067,22.814941,57.040775,12.625233,10.434799,50.392574,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
216,'2021/08/06 11:07:00:372',2,0,-61.824135,38.931892,4.305562,-43.9175,42.575294,35.605782,-30.088303,34.555977,53.137283,-10.307854,22.86528,57.022884,12.651115,10.433121,50.38945,0.120037,0.188999,0.865108,0.897382,0.675367,0.640717,0.99668,0.955328,0.796793,0.746747,0.069904,0.728469,0.961627
217,'2021/08/06 11:08:01:443',3,0,58.538757,-38.829529,61.484901,-28.397797,-17.400696,99.413536,-63.691895,-9.436234,91.342682,-85.0056,-0.159027,72.117317,-104.101067,1.255203,14.808152,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
218,'2021/08/06 11:08:01:459',3,0,58.584579,-38.70784,61.518028,-28.360382,-17.324509,99.436859,-63.665993,-9.385544,91.365593,-84.992874,-0.137039,72.135155,-104.093864,1.18364,14.84207,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
219,'2021/08/06 11:08:01:477',3,0,58.603889,-38.638184,61.543465,-28.351601,-17.299728,99.443031,-63.664223,-9.366394,91.368805,-84.994987,-0.134171,72.133881,-104.095787,1.160019,14.843052,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
220,'2021/08/06 11:08:01:494',3,0,58.607346,-38.618347,61.552666,-28.372398,-17.412201,99.390862,-63.664978,-9.358994,91.368706,-84.996414,-0.133362,72.132103,-104.097183,1.187653,14.847584,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
221,'2021/08/06 11:08:01:512',3,0,58.612556,-38.57692,61.573715,-28.390297,-17.386963,99.385544,-63.663887,-9.343384,91.366081,-84.997696,-0.131744,72.128479,-104.099182,1.183441,14.84178,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
222,'2021/08/06 11:08:01:529',3,0,58.617546,-38.551529,61.584915,-28.391174,-17.363602,99.386147,-63.653988,-9.324356,91.367958,-84.992767,-0.114349,72.133308,-104.099289,1.217072,14.853077,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
223,'2021/08/06 11:08:01:546',3,0,58.623055,-38.530869,61.592655,-28.38649,-17.394943,99.368301,-63.647518,-9.305923,91.373703,-84.987976,-0.102066,72.138382,-104.099327,1.220474,14.857974,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
224,'2021/08/06 11:08:01:564',3,0,58.625244,-38.514877,61.600609,-28.387138,-17.397232,99.358772,-63.643463,-9.289963,91.376564,-84.985023,-0.089523,72.141159,-104.099167,1.220444,14.859287,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
225,'2021/08/06 11:08:01:581',3,0,58.626343,-38.507202,61.604408,-28.388901,-17.48613,99.31649,-63.631485,-9.28064,91.383873,-84.983154,-0.081802,72.14312,-104.098511,1.221375,14.862043,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
226,'2021/08/06 11:08:01:598',3,0,58.627304,-38.507645,61.603252,-28.388069,-17.52449,99.299088,-63.618477,-9.287704,91.386703,-84.97702,-0.091385,72.148048,-104.098289,1.220856,14.863733,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
227,'2021/08/06 11:08:01:616',3,0,58.626701,-38.505585,61.605175,-28.389801,-17.515854,99.301048,-63.61919,-9.31459,91.372162,-84.969933,-0.111786,72.151703,-104.098038,1.218811,14.863086,0.222861,0.721261,0.159012,0.753855,0.011285,0.327314,0.908175,0.385158,0.232282,0.897076,0.960105,0.049066,0.439571
