@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute Hand_Number numeric
@attribute ThumbExtension_x numeric
@attribute ThumbExtension_y numeric
@attribute ThumbExtension_z numeric
@attribute IndexExtension_x numeric
@attribute IndexExtension_y numeric
@attribute IndexExtension_z numeric
@attribute MiddleExtension_x numeric
@attribute MiddleExtension_y numeric
@attribute MiddleExtension_z numeric
@attribute RingExtension_x numeric
@attribute RingExtension_y numeric
@attribute RingExtension_z numeric
@attribute PinkyExtension_x numeric
@attribute PinkyExtension_y numeric
@attribute PinkyExtension_z numeric
@attribute outputs-1 numeric
@attribute outputs-2 numeric
@attribute outputs-3 numeric
@attribute outputs-4 numeric
@attribute outputs-5 numeric
@attribute outputs-6 numeric
@attribute outputs-7 numeric
@attribute outputs-8 numeric
@attribute outputs-9 numeric
@attribute outputs-10 numeric
@attribute outputs-11 numeric
@attribute outputs-12 numeric
@attribute outputs-13 numeric

@data
68,'2021/08/06 11:06:38:167',1,0,-85.725319,-20.037186,-44.436829,-80.582428,8.198608,74.565178,-61.749241,18.118454,99.170868,-34.820339,16.904327,104.766327,13.620911,30.134888,95.456764,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
69,'2021/08/06 11:06:38:184',1,0,-85.77137,-20.038101,-44.516396,-80.550819,8.26445,74.505432,-61.734783,18.080246,99.125862,-34.841145,16.991699,104.691071,13.628822,30.042374,95.447487,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
70,'2021/08/06 11:06:38:202',1,0,-85.846085,-19.990952,-44.554935,-80.547005,8.266373,74.505005,-61.729969,18.08017,99.126556,-34.820816,16.991425,104.704071,13.641594,29.941269,95.483887,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
71,'2021/08/06 11:06:38:220',1,0,-85.724022,-20.397278,-44.633911,-80.570747,7.52182,74.468994,-61.803345,17.42189,99.113861,-34.919281,16.270966,104.728958,13.434402,29.379456,95.632973,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
72,'2021/08/06 11:06:38:236',1,0,-85.766174,-20.43129,-44.490704,-80.515244,7.56601,74.506561,-61.715015,17.468445,99.153137,-34.849281,16.228256,104.762154,13.493431,29.289246,95.655594,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
73,'2021/08/06 11:06:38:254',1,0,-85.790718,-20.238525,-44.39769,-80.446457,7.53125,74.495689,-61.685455,17.528305,99.089066,-34.792412,16.213043,104.731911,13.54187,29.138275,95.655975,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
74,'2021/08/06 11:06:38:271',1,0,-85.906693,-20.057373,-44.308407,-80.368217,7.472733,74.570206,-61.623184,17.565536,99.11396,-34.709633,16.155319,104.774338,13.626816,29.060593,95.676605,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
75,'2021/08/06 11:06:38:288',1,0,-85.967209,-19.851212,-44.223267,-80.260536,7.476196,74.586693,-61.516216,17.555634,99.111206,-34.597168,15.955246,104.800255,13.693733,28.961456,95.658646,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
76,'2021/08/06 11:06:38:306',1,0,-86.110588,-19.557129,-44.238777,-80.175667,7.392929,74.671432,-61.376945,17.319534,99.248001,-34.475925,15.795807,104.877983,13.804352,28.837692,95.69445,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
77,'2021/08/06 11:06:38:322',1,0,-86.231705,-19.268051,-44.185051,-80.019539,7.317398,74.754158,-61.088047,16.905807,99.449524,-34.244068,15.460434,104.973015,13.978027,28.593552,95.713036,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
78,'2021/08/06 11:06:38:341',1,0,-86.441757,-18.623688,-44.092785,-79.835724,7.033264,74.973717,-60.792282,16.432739,99.719276,-33.925659,14.810837,105.20153,14.264496,27.962524,95.876762,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
79,'2021/08/06 11:06:38:359',1,0,-86.899086,-17.592026,-43.520428,-79.108437,6.760986,75.671989,-59.903278,16.006561,100.263367,-32.993874,14.139847,105.553635,15.142502,27.026886,95.969429,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
80,'2021/08/06 11:06:38:375',1,0,-87.400711,-17.296722,-42.654507,-78.212578,6.47023,76.583733,-58.850243,15.609589,100.95192,-31.751495,13.358871,106.066544,16.233055,26.178864,96.038986,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
81,'2021/08/06 11:06:38:392',1,0,-87.927834,-15.871307,-41.974556,-77.332405,5.948074,77.406975,-57.850479,14.78801,101.59317,-30.669136,12.231293,106.473282,17.333206,24.710358,96.197304,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
82,'2021/08/06 11:06:38:409',1,0,-88.513397,-14.574982,-41.323307,-76.488541,5.404861,78.268097,-56.783672,13.958252,102.312531,-29.457733,10.901978,106.985016,18.510895,23.335968,96.344788,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
83,'2021/08/06 11:06:38:427',1,0,-88.9627,-14.43692,-40.47364,-75.522942,4.884521,79.134613,-55.596107,13.278839,102.98877,-28.07375,9.598648,107.468445,19.617172,22.589142,96.273102,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
84,'2021/08/06 11:06:38:445',1,0,-89.330185,-13.303894,-40.124664,-74.999634,4.467514,79.635765,-54.948265,12.562698,103.42659,-27.374683,8.550552,107.750648,20.366524,21.330536,96.426331,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
85,'2021/08/06 11:06:38:462',1,0,-89.66111,-12.322083,-39.841568,-74.478798,4.159256,80.055092,-54.346596,12.149841,103.729088,-26.717739,7.84137,107.923691,21.040146,20.463135,96.438507,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
86,'2021/08/06 11:06:38:480',1,0,-90.047928,-10.822433,-39.754921,-74.102814,3.592087,80.428391,-53.891823,11.499802,104.036926,-26.225739,7.001846,108.105812,21.62175,19.419678,96.546837,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
87,'2021/08/06 11:06:38:497',1,0,-90.349503,-9.792999,-39.467831,-73.615227,3.334625,80.799629,-53.305897,10.930374,104.339478,-25.616104,6.377396,108.240326,22.234558,18.664658,96.525139,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
88,'2021/08/06 11:06:38:514',1,0,-90.834358,-8.3078,-38.815544,-72.871674,2.884369,81.477821,-52.341171,10.003677,104.91703,-24.646027,5.418076,108.514397,23.259804,17.280487,96.55529,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
89,'2021/08/06 11:06:38:531',1,0,-91.29776,-6.258957,-37.923748,-71.9506,2.058365,82.237633,-51.241928,8.946259,105.480843,-23.549679,3.986511,108.758675,24.372604,15.456833,96.535263,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
90,'2021/08/06 11:06:38:549',1,0,-91.628571,-4.725922,-37.18388,-71.321945,1.369431,82.788246,-50.521,8.204758,105.885155,-22.774757,3.000153,108.955299,25.134521,14.223816,96.524117,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
91,'2021/08/06 11:06:38:565',1,0,-91.837708,-3.462921,-36.52224,-70.74028,0.741745,83.205765,-49.900806,7.473526,106.174675,-22.118977,2.154343,109.053085,25.769165,13.142807,96.45929,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
92,'2021/08/06 11:06:38:583',1,0,-92.097076,-2.429993,-35.903927,-70.147095,0.057343,83.685707,-49.271873,6.720673,106.525116,-21.393944,1.429016,109.208755,26.404411,12.216614,96.40049,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
93,'2021/08/06 11:06:38:600',1,0,-92.283371,-1.819122,-35.484112,-69.665192,-0.286697,84.004021,-48.750782,6.294815,106.734871,-20.71804,0.736618,109.313957,26.906258,11.599548,96.292282,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
94,'2021/08/06 11:06:38:619',1,0,-92.625755,-0.372437,-34.444645,-68.797318,-0.956818,84.693047,-47.733391,5.329422,107.249756,-19.620377,-0.430954,109.518188,27.869774,10.201462,96.15686,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
95,'2021/08/06 11:06:38:636',1,0,-92.777542,0.964401,-33.492188,-68.161545,-1.633972,85.130096,-46.981388,4.392563,107.569878,-18.851189,-1.246948,109.580963,28.473206,9.115921,95.998184,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
96,'2021/08/06 11:06:38:653',1,0,-92.795212,1.762848,-33.124557,-68.001831,-2.164734,85.239655,-46.86095,3.798538,107.647324,-18.64196,-1.851913,109.603722,28.532585,8.647064,95.978943,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
97,'2021/08/06 11:06:38:670',1,0,-92.810066,2.317673,-32.895439,-67.835335,-2.508057,85.287956,-46.749874,3.529175,107.639297,-18.592926,-1.784119,109.523613,28.514786,8.452209,95.900162,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
98,'2021/08/06 11:06:38:687',1,0,-92.936714,2.740631,-32.282913,-67.428642,-2.732651,85.605537,-46.331272,3.466232,107.813011,-18.141136,-1.864883,109.573196,28.88018,8.260635,95.766762,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
99,'2021/08/06 11:06:38:704',1,0,-92.979706,3.243011,-31.84676,-67.141701,-3.098465,85.757957,-46.089916,3.304672,107.841537,-17.864258,-2.249863,109.536171,29.039795,7.883652,95.646095,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
100,'2021/08/06 11:06:38:721',1,0,-93.044724,3.249344,-31.599234,-67.019257,-3.379974,85.843117,-46.022518,3.140228,107.861374,-17.713074,-2.565231,109.540138,29.058731,7.747665,95.604736,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
101,'2021/08/06 11:06:38:740',1,0,-93.106232,2.754242,-31.31444,-66.821999,-3.42305,85.926292,-45.846451,3.010239,107.871284,-17.529724,-2.513199,109.490471,29.151123,7.823242,95.492477,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
102,'2021/08/06 11:06:38:756',1,0,-93.139877,2.480988,-31.153767,-66.810722,-3.288925,85.950729,-45.81966,2.930466,107.877548,-17.518044,-2.304886,109.465843,29.050407,7.895447,95.462227,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
103,'2021/08/06 11:06:38:773',1,0,-93.101616,2.139191,-31.15086,-66.898422,-3.001328,85.847763,-45.955151,3.247665,107.738686,-17.629593,-1.957687,109.376945,28.863449,8.131516,95.411354,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
104,'2021/08/06 11:06:38:792',1,0,-93.125839,2.145065,-31.13224,-66.972069,-2.907059,85.813095,-46.043633,3.320099,107.692596,-17.717865,-1.863922,109.338882,28.737885,8.150513,95.406662,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
105,'2021/08/06 11:06:38:808',1,0,-93.116074,2.190536,-31.167238,-67.038177,-2.789871,85.721947,-46.079239,3.266251,107.61689,-17.795311,-1.843338,109.255554,28.560844,8.236832,95.353371,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
106,'2021/08/06 11:06:38:827',1,0,-93.13961,2.110062,-31.181938,-67.127037,-2.692459,85.677002,-46.152374,3.343613,107.572327,-17.913025,-1.7173,109.210327,28.436035,8.336716,95.345772,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
107,'2021/08/06 11:06:38:844',1,0,-93.124985,2.12204,-31.19252,-67.167274,-2.671051,85.597565,-46.247143,3.454666,107.453453,-17.998062,-1.69809,109.121468,28.332153,8.292999,95.305878,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
108,'2021/08/06 11:06:38:861',1,0,-93.149757,2.197388,-31.202801,-67.246948,-2.570099,85.558037,-46.34763,3.643555,107.384941,-18.018196,-1.774521,109.107048,28.252663,8.322739,95.299385,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
109,'2021/08/06 11:06:38:878',1,0,-93.126862,2.133087,-31.240952,-67.32711,-2.448105,85.452652,-46.494743,3.939713,107.228951,-18.109024,-1.680023,109.019928,28.125366,8.400375,95.25351,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
110,'2021/08/06 11:06:38:895',1,0,-93.183289,2.134949,-31.099699,-67.314369,-2.395035,85.48497,-46.4767,3.877319,107.226242,-18.035217,-1.850159,109.010208,28.155975,8.34462,95.217422,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
111,'2021/08/06 11:06:38:912',1,0,-93.128166,2.138077,-31.102552,-67.417038,-2.182648,85.370415,-46.598526,4.053833,107.099953,-18.127094,-1.737122,108.927933,28.010567,8.55014,95.158928,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
112,'2021/08/06 11:06:38:931',1,0,-93.137932,2.110992,-31.154184,-67.550873,-1.982285,85.302399,-46.743042,4.300735,107.018707,-18.214405,-1.611465,108.897003,27.987236,8.673706,95.152863,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
113,'2021/08/06 11:06:38:947',1,0,-93.085197,2.126892,-31.173304,-67.649551,-1.844482,85.192307,-46.853031,4.5215,106.890549,-18.342213,-1.24675,108.794746,27.938805,8.725311,95.109329,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
114,'2021/08/06 11:06:38:965',1,0,-93.088684,2.132523,-31.229773,-67.779388,-1.697144,85.119217,-46.973431,4.711777,106.819092,-18.530834,-0.95256,108.729652,27.895149,8.84198,95.10788,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
115,'2021/08/06 11:06:38:982',1,0,-93.028435,2.089798,-31.301981,-67.908493,-1.527802,84.976883,-47.129581,4.924896,106.672928,-18.690105,-0.554581,108.623337,27.743797,9.072723,95.062653,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
116,'2021/08/06 11:06:39:000',1,0,-92.988205,1.936661,-31.426889,-68.088051,-1.347412,84.847801,-47.359131,5.258606,106.542366,-18.929729,-0.127594,108.553658,27.520012,9.315674,95.078789,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
117,'2021/08/06 11:06:39:017',1,0,-92.913849,1.858521,-31.53257,-68.209061,-1.117905,84.69516,-47.504673,5.443588,106.40284,-19.153519,0.223129,108.433907,27.286865,9.559418,95.041267,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
118,'2021/08/06 11:06:39:035',1,0,-92.891792,1.782288,-31.588726,-68.341507,-0.767761,84.601051,-47.617336,5.671677,106.330772,-19.318096,0.475983,108.387253,27.127739,9.819427,95.037193,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
119,'2021/08/06 11:06:39:052',1,0,-92.859406,1.492401,-31.552011,-68.337997,-0.448822,84.545013,-47.641743,5.987854,106.233383,-19.36541,0.864685,108.305626,27.076149,10.16803,94.955292,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
120,'2021/08/06 11:06:39:068',1,0,-92.836777,1.488495,-31.547535,-68.442116,-0.33316,84.472954,-47.747406,6.119568,106.166428,-19.451767,0.788635,108.289001,26.975067,10.225113,94.965828,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
121,'2021/08/06 11:06:39:086',1,0,-92.796791,1.460159,-31.590902,-68.497772,-0.280075,84.371513,-47.796944,6.143829,106.077072,-19.508869,0.81723,108.220039,26.872696,10.243118,94.93351,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
122,'2021/08/06 11:06:39:104',1,0,-92.778046,1.4272,-31.693008,-68.648987,-0.173935,84.266388,-47.918987,6.240921,106.011902,-19.637848,0.926102,108.191628,26.69931,10.338776,94.951828,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
123,'2021/08/06 11:06:39:121',1,0,-92.72995,1.347153,-31.732502,-68.711998,-0.067352,84.162888,-47.959244,6.378937,105.92067,-19.698559,1.032684,108.124977,26.604767,10.435013,94.912773,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
124,'2021/08/06 11:06:39:138',1,0,-92.790123,1.391708,-31.684853,-68.6604,-0.264526,84.219482,-47.894226,6.330994,105.942291,-19.621815,0.943573,108.129822,26.658913,10.321335,94.896576,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
125,'2021/08/06 11:06:39:155',1,0,-92.75061,1.39801,-31.64043,-68.679733,-0.252457,84.154945,-47.926338,6.412109,105.858841,-19.609631,0.983063,108.07634,26.604568,10.391296,94.841774,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
126,'2021/08/06 11:06:39:173',1,0,-92.748695,1.418274,-31.580301,-68.738831,-0.217682,84.126266,-47.974297,6.51738,105.824577,-19.604309,0.976196,108.077293,26.568542,10.441971,94.835403,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
127,'2021/08/06 11:06:39:190',1,0,-92.721321,1.274277,-31.533833,-68.755043,-0.119888,84.063187,-47.974617,6.512329,105.763199,-19.607964,1.01004,108.016495,26.494064,10.506195,94.780128,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
128,'2021/08/06 11:06:39:208',1,0,-92.75798,1.025925,-31.525301,-68.80378,0.045456,84.039696,-47.973969,6.508362,105.765747,-19.62841,1.06694,108.00309,26.471123,10.587753,94.765694,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
129,'2021/08/06 11:06:39:225',1,0,-92.792526,0.914291,-31.451801,-68.741341,0.025665,84.043716,-47.884876,6.443756,105.745697,-19.537159,1.101425,107.952896,26.539108,10.560455,94.691467,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
130,'2021/08/06 11:06:39:241',1,0,-92.875183,0.7948,-31.467922,-68.747238,0.073288,84.05986,-47.891876,6.507614,105.733162,-19.532955,1.265701,107.928871,26.590179,10.591156,94.665237,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
131,'2021/08/06 11:06:39:260',1,0,-92.892433,0.700485,-31.500805,-68.745857,0.203262,84.009819,-47.892807,6.519424,105.6726,-19.524437,1.299347,107.867737,26.569931,10.670364,94.598564,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
132,'2021/08/06 11:06:39:278',1,0,-92.974617,0.514984,-31.668539,-68.795448,0.344864,83.983215,-47.966419,6.600967,105.633438,-19.578072,1.3871,107.842056,26.523293,10.798691,94.57637,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
133,'2021/08/06 11:06:39:294',1,0,-92.97728,0.387878,-31.751299,-68.839363,0.585938,83.898491,-48.031929,6.780624,105.52256,-19.592464,1.458817,107.77626,26.43293,10.91304,94.508842,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
134,'2021/08/06 11:06:39:312',1,0,-92.933182,-0.250687,-32.264812,-69.224083,0.864182,83.59655,-48.463337,7.023743,105.300552,-19.940468,1.570755,107.716743,26.034096,11.24147,94.56868,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
135,'2021/08/06 11:06:39:329',1,0,-92.870758,-0.562805,-32.59251,-69.433868,1.058868,83.369186,-48.688583,7.229965,105.115036,-20.209198,1.909714,107.588112,25.76944,11.44014,94.55291,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
136,'2021/08/06 11:06:39:347',1,0,-92.863792,-1.375137,-33.143215,-69.746185,1.490509,83.111343,-49.01704,7.704514,104.921463,-20.534027,2.482071,107.50827,25.436371,12.038132,94.562119,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
137,'2021/08/06 11:06:39:364',1,0,-92.789352,-1.861252,-33.46381,-69.933128,1.638412,82.894005,-49.243427,7.908798,104.732285,-20.790398,3.000153,107.368446,25.183594,12.285767,94.540665,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
138,'2021/08/06 11:06:39:381',1,0,-92.753395,-2.167404,-33.698456,-70.109283,1.870789,82.74646,-49.423988,8.088852,104.628708,-21.034534,3.462814,107.281128,24.984276,12.51033,94.552505,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
139,'2021/08/06 11:06:39:398',1,0,-92.649529,-2.431488,-34.005882,-70.317177,1.959152,82.508659,-49.663948,8.226547,104.433586,-21.252747,3.529434,107.185928,24.657349,12.726166,94.535927,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
140,'2021/08/06 11:06:39:415',1,0,-92.63208,-2.848358,-34.005913,-70.357574,2.301575,82.473122,-49.676994,8.670761,104.383492,-21.260986,3.960068,107.165588,24.562431,13.231583,94.465271,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
141,'2021/08/06 11:06:39:434',1,0,-92.582336,-2.89328,-34.08551,-70.389725,2.235565,82.387367,-49.723831,8.695511,104.286476,-21.321121,4.060074,107.082527,24.402824,13.311142,94.412071,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
142,'2021/08/06 11:06:39:450',1,0,-92.576859,-2.916275,-34.213657,-70.482979,2.20163,82.317062,-49.821842,8.825623,104.208397,-21.416435,4.094315,107.051613,24.238861,13.352158,94.416847,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
143,'2021/08/06 11:06:39:468',1,0,-92.514671,-2.832672,-34.363106,-70.571388,2.026093,82.183189,-49.967155,8.827667,104.057236,-21.554478,4.004837,106.962021,23.993263,13.356506,94.389267,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
144,'2021/08/06 11:06:39:485',1,0,-92.49958,-3.03418,-34.566433,-70.710129,2.127853,82.061974,-50.132298,9.073364,103.939651,-21.711658,4.126831,106.922333,23.730255,13.646912,94.373375,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
145,'2021/08/06 11:06:39:502',1,0,-92.457932,-3.269302,-34.806381,-70.803093,2.20694,81.91198,-50.254196,9.30983,103.77475,-21.84626,4.154358,106.838539,23.515541,13.807114,94.330795,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
146,'2021/08/06 11:06:39:520',1,0,-92.483727,-3.865173,-35.056541,-70.887733,2.383682,81.836395,-50.324654,9.457443,103.716148,-21.940083,4.332474,106.8022,23.393692,14.01619,94.314774,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
147,'2021/08/06 11:06:39:537',1,0,-92.412369,-4.191086,-35.253685,-71.002731,2.381882,81.674324,-50.437508,9.463791,103.586143,-22.110516,4.363922,106.700142,23.168053,14.125488,94.278427,0.767259,0.728459,0.225926,0.262628,0.992614,0.668247,0.524757,0.746177,0.265025,0.394641,0.336427,0.841057,0.844169
